content,final_text,score
LOSE STREAK DARI EPIC KE LEGEND GA JADI BIKIN EMOSI SAJA GAME ANEG UGLY,lose streak dari epic ke legend tidak jadi bikin emosi saja game aneg ugly,1
game nya sangat seru,game nya sangat seru,5
"tolong benerin game nya,ini udah cukup rame untuk di mainkan tapi tolong tolong diperbaiki dalam masalah jaringan dan kenyamanan dalam permainannya,soalnya selalu ada gangguan jaringan dalam permainannya",tolong benerin game nyaini udah cukup rame untuk di main tapi tolong tolong baik dalam masalah jaring dan nyaman dalam permainannyasoalnya selalu ada ganggu jaring dalam main,2
"jujur game nya bagus tapi sinyal di game nya jelek, buka youtube lancar lancar aja tapi ketika di in game tiba tiba lag parah terus aneh nya malah maju sendiri padahal ga pernah saya gerakin analognya",jujur game nya bagus tapi sinyal di game nya jelek buka youtube lancar lancar aja tapi ketika di in game tiba tiba lag parah terus aneh nya malah maju sendiri padahal tidak pernah saya gerakin analog,1
saya tidak bisa bermain mode rank karena keredit skor saya terlalu rendah jadi saya menghapus game mobilegen karena di tahun 2024 saya sudah tidak bisa bermain mode rank sapei ke 2025 saya masih belum bisa bermain rank jadi tolong perbaiki gamenya terimakasih,saya tidak bisa main mode rank karena keredit skor saya terlalu rendah jadi saya hapus game mobilegen karena di tahun saya sudah tidak bisa main mode rank sapei ke saya masih belum bisa main rank jadi tolong baik gamenya terimakasih,4
game ping rasisme.sudah jelas ping saya bagus dia katakan ping tinggi+ booster ping game segala tetap ping tinggi lag pada hal sudah dicek saat akan mulai game moonton sendiri mengatakan sinyalnya bagus disaat dalam game ping auto 1000 ms disitu dark system' nya berkerja dan team yang di kasih bot pula.,game ping rasismesudah jelas ping saya bagus dia kata ping tinggi booster ping game segala tetap ping tinggi lag pada hal sudah cek saat akan mulai game moonton sendiri kata sinyal bagus saat dalam game ping auto ms situ dark system nya kerja dan team yang di kasih bot pula,5
game nya sangat bagus banyak Hero Hero nya karena itu aku kasih bintang 5 terimakasih buat monnton yang tayangin mlbb,game nya sangat bagus banyak hero hero nya karena itu aku kasih bintang terimakasih buat monnton yang tayangin mlbb,5
terlalu banyak BOT maen 25 kali menang cuman 5,terlalu banyak bot maen kali menang cuman,1
Game Babi,game babi,1
mohon di beri kan fitur agar tidak rebutan role saat dalam pertandingan yang berujung trol dan para pemain yang tidak mahir di role itu tidak bisa memeran kan role nya dengan baik mohon di dengar kan,mohon di beri kan fitur agar tidak rebut role saat dalam tanding yang ujung trol dan para main yang tidak mahir di role itu tidak bisa per kan role nya dengan baik mohon di dengar kan,1
isi ya drak sistem kalo ada skin gausa kikirrrr lu muntunnnnnnnnnnn,isi ya drak sistem kalo ada skin gausa kikirrrr lu muntunnnnnnnnnnn,5
nyesel gw kenal game ini,nyesel gw kenal game ini,1
permainan bagud,main bagud,5
terlalu banyak drak sistem,terlalu banyak drak sistem,4
Gamenya izi,gamenya izi,5
gem nya bagus cuma banyak drak sistem tolong di perbaiki,gem nya bagus cuma banyak drak sistem tolong di baik,2
"sudah main berkali kali, bertemu dengan team yang tidak bisa main dan beban sudah di laporkan malah laporannya gagal",sudah main kali kali temu dengan team yang tidak bisa main dan beban sudah di lapor malah lapor gagal,1
game ini sangat bagus tapi tolong harga heronya di turunkan 👍 dan juga bug ya di kurangin dan saat kita mau loading mau main itu ada chat ya biar bisa suruh org cepetan loading ya tolong ya creator mlbb,game ini sangat bagus tapi tolong harga hero di turun dan juga bug ya di rangin dan saat kita mau loading mau main itu ada chat ya biar bisa suruh org cepetan loading ya tolong ya creator mlbb,5
mohon yaaa tim darksistemnya dihilangkan ###,mohon yaaa tim darksistemnya hilang,1
ga bagus banyak dark sistem tolong developer ban akun para dark sistem,tidak bagus banyak dark sistem tolong developer ban akun para dark sistem,5
"game nya baguss, seru jg",game nya baguss seru jg,4
"bug lu noh benerin, skin mulu dikeluarin bug kaga di perbaiki, sinyalnya jumping"" lgi",bug lu noh benerin skin mulu dikeluarin bug kaga di baik sinyal jumping lgi,1
pls.. kalian jangan download ini! nanti malah ketagihan 😭 sumpah ni game seru bet njr,pls kalian jangan download ini nanti malah tagih sumpah ni game seru bet njr,5
tolong kasih saya tim yang bagus tuan,tolong kasih saya tim yang bagus tuan,5
game yang merusak mental anak ini tidak di bolehkan untuk di promosi kan atau si iklankan dikarnakan game ini dapat membuat anak menjadi introvert dan membuat anak tidak ingin berhentimenggunakan handphone mohon maaf tolong hati hati **,game yang rusak mental anak ini tidak di boleh untuk di promosi kan atau si iklan dikarnakan game ini dapat buat anak jadi introvert dan buat anak tidak ingin berhentimenggunakan handphone mohon maaf tolong hati hati,1
"monton gua mohon sama kamu ton ,kasih gua mhytic ton gua pengn banget ke mhytic dari dulu gua ga pernah mhytic , karena gua kadang dapat tim jago ladang juga tolol, kadang juga gua yg jago kadang tolol ,jadi tolong ya monton kasih gua mhytic😁😁",monton gua mohon sama kamu ton kasih gua mhytic ton gua pengn banget ke mhytic dari dulu gua tidak pernah mhytic karena gua kadang dapat tim jago ladang juga tolol kadang juga gua yg jago kadang tolol jadi tolong ya monton kasih gua mhytic,5
saya tidak puas dengan gem ini karna terlalu banyak dark sistem nya saya menjadi frustasi ketika memainkan game ini,saya tidak puas dengan gem ini karna terlalu banyak dark sistem nya saya jadi frustasi ketika main game ini,1
"gw laporin orang trol di bilang gak ada pelanggaran,buta apa gimana,jelas jelas eudora roam mati 7 di bilang ga ada pelanggaran,mohon di perhatikan masa gitu di anggep normal",gw laporin orang trol di bilang gak ada pelanggaranbuta apa gimanajelas jelas eudora roam mati di bilang tidak ada pelanggaranmohon di perhati masa gitu di anggep normal,1
"tolong banget moonton kasih mode penguncian lane sebelum masuk ke fase draft pick(ban & pick),resah banget sama player bEb4n ngasal pick hero. semisal setim ada yang pake hero carry bisa ditaruh di lane roam/exp sedangkan Lane tersebut seharusnya diisi dengan hero deffend.kesannya terlalu aneh .please moonton di improve lagi gamenya demi kenyamanan bermain. terimakasih",tolong banget moonton kasih mode kunci lane belum masuk ke fase draft pickban pickresah banget sama player bebn ngasal pick hero misal tim ada yang pake hero carry bisa taruh di lane roamexp sedang lane sebut harus isi dengan hero deffendkesannya terlalu aneh please moonton di improve lagi gamenya demi nyaman main terimakasih,5
karna aku GG,karna aku gg,5
"kenapa makin kesini makin lag saat main, padahal jaringan lancar kuota banyak kok masih ngelag jadi males main ml sekarang, tambah banyak update bukanya tambah bagus, malah tambah jelek",kenapa makin kesini makin lag saat main padahal jaring lancar kuota banyak kok masih ngelag jadi males main ml sekarang tambah banyak update buka tambah bagus malah tambah jelek,1
gua uninstall !!!!!!,gua uninstall,1
"game taeh reh, benerin dong jaringan nya masak sering tibatiba ngelag padahal jaringan hijaw emosi banget gw waktu war tiba tiba ngelag, satanah kancanah tambeng ghik etambeih ngelag pateppak rah agebei game patek reh bhetang",game taeh reh benerin dong jaring nya masak sering tibatiba ngelag padahal jaring hijaw emosi banget gw waktu war tiba tiba ngelag satanah kancanah tambeng ghik etambeih ngelag pateppak rah agebei game patek reh bhetang,3
gua dapet bot mlu ayo lah moonton jgn ngasih tim beban mlu lah game bagus bngtttttt tapi jangan ngasih tim beban dark sistem,gua dapet bot mlu ayo lah moonton jgn ngasih tim beban mlu lah game bagus bngtttttt tapi jangan ngasih tim beban dark sistem,5
game nya makin hari makin error saranku kita pindah game aja,game nya makin hari makin error saran kita pindah game aja,1
wee kasih tim bagus dikit napa,wee kasih tim bagus dikit napa,1
bagus,bagus,5
"Ngasih tim yang bener lah,dark sistem semua",ngasih tim yang bener lahdark sistem semua,1
bagus,bagus,5
KASIH GW 300 SINFUL CROWN MOONTON PLSSS,kasih gw sinful crown moonton plsss,5
jelek ngelag terus,jelek ngelag terus,1
info mabar,info mabar,5
Monton cepat sikitlah donglot dalam ml gue,monton cepat sikit donglot dalam ml gue,5
saya suka Saya suka 🙌,saya suka saya suka,5
bagus jadi pengen top up tapi orang orangnya pada tidak sopan dan pas kill ambil terus udah 10 kali diambil nahkan dikirain cupu mana banyak yg bilang ban kan ngeselin kan udah mau kill banyak diambil kan bisa kill g pake nyampah,bagus jadi ken top up tapi orang orang pada tidak sopan dan pas kill ambil terus udah kali ambil nahkan dikirain cupu mana banyak yg bilang ban kan ngeselin kan udah mau kill banyak ambil kan bisa kill g pake nyampah,3
"Tujuan utama orang bermain game itu adalah untuk mencari hiburan,bukan malah menambah stress dengan sistem matchmaking dalam pemberian tim.",tuju utama orang main game itu adalah untuk cari hiburanbukan malah tambah stress dengan sistem matchmaking dalam beri tim,1
game nya seruu!!!,game nya seruu,5
akun saya hilang sesudah game ini di hapus sebentar tolong akun saya kembalikan min nama akun ku ytta huruf besar semua foto akunnya hero hayabusa rank master bintang 1 kalau enggak saya tidak mau main game ini biar gak playernyan bagusan free fire juga,akun saya hilang sudah game ini di hapus sebentar tolong akun saya kembali min nama akun ku ytta huruf besar semua foto akun hero hayabusa rank master bintang kalau enggak saya tidak mau main game ini biar gak playernyan bagus free fire juga,1
sangat seru menyenangkan hebat,sangat seru senang hebat,4
suka suka,suka suka,5
seruu,seruu,4
game tai,game tai,1
tiap rank selalu di kasih drak sistem capek gw,tiap rank selalu di kasih drak sistem capek gw,1
Good,good,5
hapus drak sistem,hapus drak sistem,3
gajelas nih game timnya pada beban/gakbisa main atau tim musuh jago2 hadeh pusing mending donwload Free Fire seru,gajelas nih game tim pada bebangakbisa main atau tim musuh jago hadeh pusing mending donwload free fire seru,1
game lu rusak jaringan gua bagus tiba² ngelaggg,game lu rusak jaring gua bagus tiba ngelaggg,1
"saya telah berulang kali menghapus ml dan kenapa ml saya selalu ngestuck di logo tulisan mobile legends, saya berharap masalah ini cepat di tangani oleh pihak moonton",saya telah ulang kali hapus ml dan kenapa ml saya selalu ngestuck di logo tulis mobile legends saya harap masalah ini cepat di tangan oleh pihak moonton,5
mimin yg baik tolong perbaiki sinyal ketika sehabis update patch,mimin yg baik tolong baik sinyal ketika habis update patch,4
harap di buat lebih mudah,harap di buat lebih mudah,5
"Gausa aneh aneh, lord pake pindah tempat segala makin gajelas aja",gausa aneh aneh lord pake pindah tempat segala makin gajelas aja,2
"ngasi tim tuh yang bener, sesuaikan sama role masing masing bukan asal asalan, karena tim yang lu ksih itu gua sampe lose streak 20x. Tolong perketat bagi player yang ngetroll kalo bisa kasih baned jangan cuma di kurangin kredit score apalagi cuma peringatan segala macem njis perusahaan gede tapi begitu",ngasi tim tuh yang bener sesuai sama role masing masing bukan asal asal karena tim yang lu ksih itu gua sampe lose streak x tolong ketat bagi player yang ngetroll kalo bisa kasih baned jangan cuma di rangin kredit score apalagi cuma ingat segala macem njis usaha gede tapi begitu,1
Kontil,kontil,1
Jaringan bagus tapi ngelag,jaring bagus tapi ngelag,2
ngelag ngelag ngelag ngelag ngelag,ngelag ngelag ngelag ngelag ngelag,1
bagus karena grafik nya yang bisa diganti ganti jadi bisa dimain kan semua kalangan,bagus karena grafik nya yang bisa ganti ganti jadi bisa main kan semua kalang,5
game macam apalah di epik mm nya miya layla²× terus gak ada yang lain pake iritel ke brody ke kalau ada yang bot akunnya di bent aja cuman jadi bebantim doang sering²× pantau mana yang pro mana yang bot males ketemu mm di epik layla miya²× terus ☆1,game macam apa di epik mm nya miya layla terus gak ada yang lain pake iritel ke brody ke kalau ada yang bot akun di bent aja cuman jadi bebantim doang sering pantau mana yang pro mana yang bot males ketemu mm di epik layla miya terus,1
"moonton main brawl,classic,rank ku diamkan biar jalan sendiri satu atau dua menit setelah itu kumainkan lagi,mau buat balas whattsap atau sosmed lainnya atau bantu orang sekitar selesai.peraturan sekarang tidak di jalankan satu menit afk wowww makin parah game ini kukasih bintang satu,punya 30akun bintang 1.",moonton main brawlclassicrank ku diam biar jalan sendiri satu atau dua menit telah itu main lagimau buat balas whattsap atau sosmed lain atau bantu orang sekitar selesaiperaturan sekarang tidak di jalan satu menit afk wowww makin parah game ini kasih bintang satupunya akun bintang,1
"benerin lah sistem game nya, dari dlu gak di benerin sama tambahin lah fitur milih role sebelum dimulai match nya, biar gak tabrakan role nya hadeh hadeh gk cocok rating 3,9 seharusnya 1,5 aja",benerin lah sistem game nya dari dlu gak di benerin sama tambahin lah fitur milih role belum mulai match nya biar gak tabrak role nya hadeh hadeh tidak cocok rating harus aja,1
game yang bagus dan menemani saya setiap hari ketika lagi gabut 👍,game yang bagus dan tani saya tiap hari ketika lagi gabut,5
"Dapet tim dark sistem. Please moonton hilangin dark sistem nya,saya selama 2 tahun main mobile legends nge stuck di epick. tolonglah moonton perbaiki sistem matchmaking anda yang busuk dan ga adil itu. Mohon dijawab. nanti kalo sudah bagus dan adil sistem matchmakingnya aku kasih bintang 5. saya ulangi mohon dijawab dan dilakukan yaaaaa!!!!",dapet tim dark sistem please moonton hilangin dark sistem nyasaya lama tahun main mobile legends nge stuck di epick tolong moonton baik sistem matchmaking anda yang busuk dan tidak adil itu mohon jawab nanti kalo sudah bagus dan adil sistem matchmakingnya aku kasih bintang saya ulang mohon jawab dan laku yaaaaa,5
gem ini sangat seru kasi aku sekin apuc zilong dan gem ini sangat penting bagi semua orang gem ini no 1 dunia,gem ini sangat seru kasi aku sekin apuc zilong dan gem ini sangat penting bagi semua orang gem ini no dunia,5
baguss,baguss,5
"GAMENYA BAGUS TAPI, SAYA DIKASIH KALAH MULU KASIH SAYA MENANG MOONTON😭😭😭😭😭😭😭",gamenya bagus tapi saya kasih kalah mulu kasih saya menang moonton,2
saya baru imortal sehabis kalah 87 kali dan menang 23,saya baru imortal habis kalah kali dan menang,5
game jellek. gue ketemu tim tolol terus tolong ilangi player tololnya,game jellek gue ketemu tim tolol terus tolong ilangi player tolol,1
BAGUS! TAPI DI PERBAIKI LAGI JARINGAN NYAAA,bagus tapi di baik lagi jaring nyaaa,5
game yang seru,game yang seru,5
ما هي القوة,  ,5
alah gua sering banget kalah main ini game bukan nya menghibur malah bikin stres,alah gua sering banget kalah main ini game bukan nya hibur malah bikin stres,1
"ketemu musuh ex imo, sedangkan tim sendiri penduduk asli epik, hadehh",ketemu musuh ex imo sedang tim sendiri duduk asli epik hadehh,1
nice game,nice game,5
seru banget cuy moonton makasih udah buat mlbb,seru banget cuy moonton makasih udah buat mlbb,5
dark sistem terus musuh terlalu op,dark sistem terus musuh terlalu op,1
"Capek winrate di 75 juga setim terus sama yang buta maps main legends setim sama gm, perbaiki lah, udh ng spend di ml 3juta an",capek winrate di juga tim terus sama yang buta maps main legends tim sama gm baik lah sudah ng spend di ml juta an,1
"game nya good banget juga banyak misteri dari hero . lalu banyak Hero yang kuat juga udah menantang untuk di lawan dan banyak skin yang baru . lalu banyak event seru dan level calestian banyak juga Hero baru namanya bagus dan skill yang kuat dan tidak mudah naikin Rank tapi lebih bagus ada mode gabungin kaya Hero nya ada 3 bisa jadi bintang dua lalu seterusnya tapi cuman sampai bintang tiga doang tapi seru👍👍👍 banget bisa Mabar mlbb,MCGG kalau mau di upgrade.upgrade aja gak masalah ketinggalan",game nya good banget juga banyak misteri dari hero lalu banyak hero yang kuat juga udah tantang untuk di lawan dan banyak skin yang baru lalu banyak event seru dan level calestian banyak juga hero baru nama bagus dan skill yang kuat dan tidak mudah naikin rank tapi lebih bagus ada mode gabungin kaya hero nya ada bisa jadi bintang dua lalu terus tapi cuman sampai bintang tiga doang tapi seru banget bisa mabar mlbbmcgg kalau mau di upgradeupgrade aja gak masalah tinggal,5
